StartTime_[LST],EndTime_[LST],ethylene_[ppbV],acetylene_[ppbV],ethane_[ppbV],propylene_[ppbV],propane_[ppbV],isobutane_[ppbV],cis-2-butene_[ppbV],n-butane_[ppbV],1-butene_[ppbV],trans-2-butene_[ppbV],isopentane_[ppbV],1-pentene_[ppbV],isoprene_[ppbV],cis-2-pentene_[ppbV],trans-2-pentene_[ppbV],n-pentane_[ppbV],cyclopentane_[ppbV],"2,3-dimethyl-butane_[ppbV]",2-methyl-pentane_[ppbV],3-methyl-pentane_[ppbV],methyl-cyclopentane_[ppbV],n-hexane_[ppbV],benzene_[ppbV],cyclohexane_[ppbV],"2,4-dimethyl-pentane_[ppbV]","2,3-dimethyl-pentane_[ppbV]",2-methyl-hexane_[ppbV],3-methyl-hexane_[ppbV],n-heptane_[ppbV],methyl-cyclohexane_[ppbV],toluene_[ppbV],"2,2,4-trimethyl-pentane_[ppbV]","2,3,4-trimethyl-pentane_[ppbV]",2-methyl-heptane_[ppbV],3-methyl-heptane_[ppbV],n-octane_[ppbV],ethyl-benzene_[ppbV],"m,p-xylene_[ppbV]",styrene_[ppbV],o-xylene_[ppbV],n-nonane_[ppbV],isopropyl-benzene_[ppbV],"1,3,5-trimethyl-benzene_[ppbV]",n-propyl-benzene_[ppbV],"1,2,4-trimethyl-benzene_[ppbV]",m-ethyl-toluene_[ppbV],p-ethyl-toluene_[ppbV],o-ethyl-toluene_[ppbV],"1,2,3-trimethyl-benzene_[ppbV]",n-decane_[ppbV],m-diethyl-benzene_[ppbV],n-undecane_[ppbV]
10/26/2017 14:29,10/26/2017 14:59,0.378,0.456,5.339,0.149,3.577,0.584,,1.61,,,0.512,,,,,0.602,,,0.099,,0.087,0.215,0.08,0.177,,,0.054,,0.088,0.073,0.082,,,0.052,,0.072,,,,,,,,,,,,,,,,
10/26/2017 15:36,10/26/2017 16:06,0.364,0.33,7.755,0.116,5.845,1.239,,2.758,,,0.877,,,,,1.028,0.06,,0.148,0.115,0.142,0.353,0.079,0.239,,,,,0.132,0.127,0.072,,,,,0.084,,0.1,,,0.1,,,,,,,,,0.091,0.06,0.089
10/26/2017 16:43,10/26/2017 17:13,0.108,0.21,3.979,,2.475,0.492,,1.241,,,0.395,,,,,0.476,,,0.08,,0.067,0.172,,0.173,,,,,0.065,0.055,,,,,,,,,,,,,,,,,,,,,,
10/26/2017 17:50,10/26/2017 18:20,0.237,0.202,2.867,,1.91,0.301,,0.827,,,0.267,,,,,0.333,,,,,,0.098,,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2017 18:56,10/26/2017 19:26,0.179,0.277,4.179,,2.646,0.532,,1.273,,,0.428,,,,,0.448,,,0.065,,0.063,0.154,,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2017 20:03,10/26/2017 20:33,0.296,0.245,5.936,,2.645,0.484,,1.263,,,0.397,,,,,0.454,,,0.071,,0.059,0.146,,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2017 21:11,10/26/2017 21:41,0.105,0.196,4.999,,3.68,0.752,,1.657,,,0.574,,,,,0.649,,,0.083,0.05,0.065,0.193,,0.214,,,,,0.058,0.051,,,,,,,,,,,,,,,,,,,,,,
10/26/2017 22:19,10/26/2017 22:49,0.26,0.178,6.656,,3.521,0.579,,1.402,,,0.411,,,,,0.484,,,0.078,,0.06,0.157,,0.201,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,
10/26/2017 23:27,10/26/2017 23:57,0.447,0.39,7.935,,5.171,1.025,,2.491,,,0.753,,,,,0.961,0.058,,0.146,0.097,0.121,0.306,0.078,0.236,,,,,0.092,0.095,,,,,,,,,,,,,,,,,,,,,,
10/27/2017 0:34,10/27/2017 1:04,0.264,0.404,10.278,,6.835,1.207,,2.876,,,0.821,,,,,0.922,0.052,,0.127,0.116,0.095,0.263,0.063,0.203,,,,,0.069,0.067,,,,,,,,,,,,,,,,,,,,,,
10/27/2017 1:40,10/27/2017 2:10,0.875,0.445,9.285,0.054,6.71,1.348,,3.524,,,0.929,,,,,1.109,0.061,,0.142,0.096,0.121,0.263,0.069,0.192,,,,,0.077,0.054,,,,,,,,,,,,,,,,,,,,,,
10/27/2017 2:44,10/27/2017 3:14,0.817,0.539,7.003,,2.87,0.556,,1.39,,,0.509,,,,,0.528,,,0.08,0.053,0.065,0.169,0.051,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2017 3:46,10/27/2017 4:16,0.622,0.405,10.841,0.053,5.335,1.171,,2.835,,,1.077,,,,0.064,0.967,,,0.141,0.099,0.102,0.253,0.076,0.166,,,,,0.074,0.064,0.061,,,,,,,,,,,,,,,,,,,,,
10/27/2017 4:50,10/27/2017 5:20,0.717,0.621,10.859,0.122,10.702,2.059,,5.668,0.084,,1.517,,,,0.082,1.682,0.096,,0.194,0.154,0.176,0.389,0.104,0.19,,,,,0.087,0.069,,,,,,,,,,,,,,,,,,,,,,
10/27/2017 5:53,10/27/2017 6:23,0.73,0.41,7.404,0.118,5.056,0.799,,2.256,,,0.649,,,,,0.719,,,0.109,,0.089,0.176,0.083,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2017 6:54,10/27/2017 7:24,1.191,0.693,6.264,0.24,3.572,0.643,,1.596,,,0.559,,,,,0.558,,,0.105,0.078,0.094,0.188,0.138,0.131,,,,,0.064,,0.099,,,,,,,0.079,,,,,,,,,,,,,,
10/27/2017 7:56,10/27/2017 8:26,1.06,0.67,7.71,0.214,4.099,0.802,,1.876,,,0.703,,,,0.05,0.678,,,0.128,0.094,0.09,0.216,0.136,0.153,,,0.065,0.083,0.11,0.065,0.133,,,,,,,0.107,,,,,,,,,,,,,,
10/27/2017 8:59,10/27/2017 9:29,0.987,0.676,9.029,0.174,4.52,0.825,,2.013,,,0.788,,,,0.051,0.741,,,0.144,0.094,0.107,0.227,0.127,0.183,,,0.065,0.072,0.122,0.061,0.117,,,,,,,0.113,,,,,,,,,,,,,,
10/27/2017 10:06,10/27/2017 10:36,1.054,0.747,7.137,0.205,3.514,0.711,,1.756,,,0.753,,,,,0.795,,,0.13,0.102,0.09,0.178,0.154,0.236,,,0.054,0.051,0.078,0.051,0.2,,,,,,,0.095,,,,,,,,,,,,,,
10/27/2017 11:25,10/27/2017 11:55,0.398,0.31,3.477,,1.57,0.302,,0.804,,,0.324,,,,,0.324,,,,,,0.098,0.054,0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2017 12:30,10/27/2017 13:00,0.311,0.313,4.497,,2.859,0.539,,1.385,,,0.431,,,,,0.487,,,0.072,,0.062,0.15,0.058,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2017 13:42,10/27/2017 14:12,0.234,0.214,4.795,,3.133,0.543,,1.518,,,0.449,,,,,0.544,,,0.079,,0.076,0.176,0.053,0.192,,,,,0.063,0.063,,,,,,,,,,,,,,,,,,,,,,
10/27/2017 14:54,10/27/2017 15:24,0.124,0.223,6.579,,4.047,0.74,,1.966,,,0.581,,,,,0.727,,,0.099,0.073,0.067,0.224,0.052,0.192,,,,,0.07,0.066,,,,,,,,,,,,,,,,,,,,,,
10/28/2017 0:50,10/28/2017 1:20,1.209,1.237,12.771,0.224,4.368,0.843,,1.886,,,0.871,,,,,0.689,,,0.152,0.157,0.147,0.324,0.201,0.066,,,0.065,0.093,0.109,0.09,0.451,0.079,,,,,,0.16,,,,,,,,,,,,,,
10/28/2017 2:14,10/28/2017 2:44,0.967,0.894,9.056,0.185,2.977,3.472,0.148,6.281,0.478,0.213,3.807,0.189,,0.16,0.412,1.803,0.116,0.078,0.361,0.282,0.241,0.499,0.215,0.15,,0.055,0.112,0.116,0.105,0.073,0.445,0.076,,,,,,0.149,,0.06,,,,,,,,,,,,
10/28/2017 3:30,10/28/2017 4:00,0.837,0.874,8.685,0.146,2.271,0.465,,1.024,,,0.53,,,,,0.335,,,0.087,0.093,0.069,0.175,0.147,0.062,,0.051,,0.05,0.054,,0.326,0.064,,,,,,0.107,,,,,,,,,,,,,,
10/28/2017 4:55,10/28/2017 5:25,0.879,0.958,6.734,0.102,1.89,0.377,,0.822,,,0.404,,,,,0.301,,,0.065,0.071,0.057,0.134,0.122,,,,,,,,0.201,,,,,,,0.07,,,,,,,,,,,,,,
10/28/2017 6:11,10/28/2017 6:41,1.055,0.719,10.843,0.223,3.321,0.68,0.065,1.406,,,0.749,,,,0.054,0.524,,,0.147,0.146,0.113,0.258,0.177,0.115,,0.082,0.065,0.087,0.092,0.088,0.382,0.177,0.164,,,,0.054,0.173,,0.057,,,,,,,,,,,,
10/28/2017 7:38,10/28/2017 8:08,1.563,1.413,10.963,0.285,2.857,0.68,0.065,1.602,0.056,,0.878,,,,0.068,0.593,,,0.143,0.137,0.117,0.236,0.228,0.106,,0.059,0.205,0.266,0.343,0.101,0.441,0.061,,,,,0.052,0.173,,,,,,,,,,,,,,
10/28/2017 9:08,10/28/2017 9:38,0.602,0.728,4.203,0.118,1.285,0.28,,0.66,,,0.332,,,,,0.234,,,0.056,0.072,0.055,0.142,0.112,,,,,,,,0.164,,,,,,,0.068,,,,,,,,,,,,,,
10/28/2017 10:17,10/28/2017 10:47,0.648,0.508,3.627,0.13,1.19,0.318,,0.85,,,0.456,,,,,0.28,,,0.059,0.093,0.05,0.131,0.129,,,,,,,,0.22,,,,,,,0.086,,,,,,,,,,,,,,
10/28/2017 12:36,10/28/2017 13:06,0.36,0.318,2.512,0.055,1.043,0.218,,0.528,,,0.256,,,,,0.185,,,,0.055,,0.101,0.083,,,,,,,,0.148,,,,,,,,,,,,,,,,,,,,,
10/28/2017 13:37,10/28/2017 14:07,0.373,0.357,2.63,0.05,1.064,0.214,,0.509,,,0.265,,,,,0.155,,,,0.06,,0.089,0.086,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,
10/28/2017 14:41,10/28/2017 15:11,0.247,0.236,1.831,,0.749,0.159,,0.416,,,0.179,,,,,0.125,,,,,,0.062,0.067,,,,,,,,0.109,,,,,,,,,,,,,,,,,,,,,
10/28/2017 15:41,10/28/2017 16:11,0.262,0.254,4.801,,1.972,0.401,,0.923,,,0.373,,,,,0.301,,,0.063,0.068,0.059,0.136,0.088,,,,,,,,0.135,,,,,,,,,,,,,,,,,,,,,
10/28/2017 16:40,10/28/2017 17:10,0.553,0.691,3.39,0.103,1.432,0.428,,0.847,,,0.382,,,,,0.254,,,0.067,0.078,0.063,0.129,0.109,,,,,,,,0.265,,,,,,,0.077,,,,,,,,,,,,,,
10/28/2017 17:44,10/28/2017 18:14,1.718,0.928,5.562,0.44,2.941,0.725,0.094,1.717,0.066,,0.906,0.051,,,0.071,0.637,,,0.155,0.175,0.138,0.308,0.27,0.099,,0.09,0.1,0.12,0.11,0.06,0.762,0.07,,,,,0.076,0.239,,0.088,0.052,,,,,,,,,,,
10/28/2017 18:54,10/28/2017 19:24,1.023,0.973,17.705,0.288,7.696,1.773,0.099,3.783,0.086,,1.503,,,,0.072,1.21,0.079,,0.272,0.254,0.256,0.538,0.225,0.253,,,0.181,0.229,0.271,0.227,1.12,0.061,,,,0.063,0.071,0.205,,0.072,0.061,,,,,,,,,,,
10/28/2017 20:07,10/28/2017 20:37,0.367,0.371,7.589,0.124,4.836,1.594,,4.094,0.081,,1.787,,,,0.078,1.692,0.098,,0.327,0.236,0.32,0.721,0.169,0.325,,,0.111,0.135,0.26,0.336,0.429,,,0.052,,0.085,,0.13,,,0.059,,,,,,,,,,,
10/28/2017 21:27,10/28/2017 21:57,0.335,0.266,3.804,0.077,0.932,0.259,,0.372,,,0.179,,,,,0.126,,,,,,0.075,0.067,0.131,,,,,,,0.126,,,,,,,,,,,,,,,,,,,,,
10/28/2017 22:50,10/28/2017 23:20,0.453,0.3,3.078,0.071,0.848,0.202,,0.369,,,0.165,,,,,0.11,,,,,,0.071,0.065,0.131,,,,,,,0.113,,,,,,,,,,,,,,,,,,,,,
10/29/2017 0:11,10/29/2017 0:41,0.194,0.211,3.221,,0.832,0.188,,0.307,,,0.143,,,,,0.1,,,,,,0.07,0.05,0.109,,,,,,,0.109,,,,,,,,,,,,,,,,,,,,,
10/29/2017 1:31,10/29/2017 2:01,0.156,0.173,3.165,,0.787,0.166,,0.27,,,0.142,,,,,0.095,,,,,,0.065,,0.105,,,,,,,0.099,,,,,,,,,,,,,,,,,,,,,
10/29/2017 2:50,10/29/2017 3:20,0.107,0.2,3.16,,0.784,0.167,,0.279,,,0.123,,,,,0.087,,,,,,0.055,,0.102,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,
10/29/2017 4:10,10/29/2017 4:40,0.195,0.176,3.232,,0.907,0.172,,0.288,,,0.145,,,,,0.105,,,,,,0.101,,0.094,,,,,,,0.098,,,,,,,,,,,,,,,,,,,,,
10/29/2017 5:30,10/29/2017 6:00,0.359,0.321,3.69,,0.916,0.179,,0.322,,,0.168,,,,,0.123,,,,,,0.067,0.056,0.099,,,,,,,0.102,,,,,,,,,,,,,,,,,,,,,
10/29/2017 6:51,10/29/2017 7:21,0.908,0.645,4.573,0.249,1.211,0.245,0.059,0.499,,,0.33,,,,,0.245,,,0.075,0.083,0.068,0.138,0.146,0.13,,,,,,,0.271,,,,,,,0.14,,,,,,,,,,,,,,
10/29/2017 11:50,10/29/2017 12:20,,0.101,1.531,,0.475,0.085,,0.192,,,0.072,,,,,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2017 12:49,10/29/2017 13:19,,0.177,1.886,,0.709,0.199,,0.421,,,0.186,,,,,0.169,,,,,,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2017 13:49,10/29/2017 14:19,,,2.431,,0.802,0.173,,0.369,,,0.156,,,,,0.125,,,,,,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2017 14:49,10/29/2017 15:19,0.179,0.177,1.702,,0.811,0.148,,0.382,,,0.176,,,,,0.155,,,,,,0.062,,,,,,,,,0.054,,,,,,,,,,,,,,,,,,,,,
10/29/2017 15:48,10/29/2017 16:18,0.424,0.241,48.8,0.112,19.153,4.475,,10.747,0.187,,5.499,,,,0.243,5.64,0.565,0.054,1.447,1.164,1.985,3.856,1.056,1.812,0.225,0.232,1.183,1.193,2.811,4.317,2.748,,0.062,0.939,0.772,1.881,0.191,2.119,,0.477,1.258,,0.206,0.059,0.193,,,0.326,0.053,0.73,0.051,0.568
10/29/2017 16:48,10/29/2017 17:18,0.204,0.159,7.678,,3.995,0.797,,1.978,,,0.742,,,,,0.816,0.057,,0.165,0.154,0.189,0.442,0.173,0.148,,,0.114,0.123,0.323,0.448,0.333,,,0.121,0.095,0.228,,0.271,,0.056,0.157,,,,,,,,,0.061,,0.061
10/29/2017 17:53,10/29/2017 18:23,0.18,0.209,5.805,,3.472,0.706,,1.868,,,0.7,,,,,0.705,,,0.142,0.129,0.146,0.333,0.119,0.133,,,0.072,0.077,0.184,0.26,0.19,,,0.064,0.051,0.121,,0.154,,,0.101,,,,,,,,,,,
10/29/2017 19:03,10/29/2017 19:33,0.286,0.243,63.579,0.087,28.344,5.835,,13.191,0.238,,5.375,,,,0.239,5.601,0.389,0.057,1.394,1.182,1.306,3.214,0.677,1.413,0.205,0.15,0.889,0.877,2.107,3.019,1.633,,,0.66,0.307,1.257,,1.278,,0.268,0.757,,0.111,,0.104,0.065,,0.193,,0.41,0.15,0.265
10/29/2017 20:17,10/29/2017 20:47,0.455,0.365,518.208,0.442,274.217,60.218,,132.526,2.743,,55.24,0.516,0.223,,2.562,58.873,3.987,0.69,13.819,11.81,14.541,33.273,5.438,10.727,2.023,1.469,9.222,8.669,20.571,28.742,14.372,,0.373,6.041,5.516,11.068,0.845,10.71,,2.172,6.513,0.121,0.903,0.277,0.798,0.595,0.162,1.593,0.18,3.3,0.091,1.825
10/29/2017 21:30,10/29/2017 22:00,0.102,0.196,18.301,0.06,8.19,1.799,,4.261,0.08,,1.769,,,,0.076,1.8,0.124,,0.428,0.389,0.458,0.945,0.261,0.493,0.06,0.094,0.238,0.246,0.592,0.763,0.507,,,0.179,0.158,0.35,,0.37,,0.088,0.212,,,,,,,,,0.082,,0.057
10/29/2017 22:42,10/29/2017 23:12,0.364,0.312,228.183,0.228,117.094,26.731,,59.412,1.247,,24.77,0.235,0.1,,1.14,26.331,1.818,,6.275,5.224,6.745,14.803,2.566,5.957,0.926,0.648,3.247,4.017,9.312,13.385,6.555,,0.178,2.734,2.203,4.961,0.409,4.932,,1.016,2.944,0.057,0.41,0.121,0.405,0.253,0.062,0.706,0.08,1.47,0.066,0.745
10/29/2017 23:56,10/30/2017 0:26,0.348,0.246,310.659,0.26,152.214,33.06,,74.5,1.542,,31.361,0.274,0.135,,1.448,33.174,2.163,,8.236,6.953,8.871,19.484,3.195,8.053,1.208,0.991,5.481,5.375,12.849,18.431,8.959,,0.247,3.844,3.208,7.186,0.558,7.028,,1.456,4.301,0.086,0.593,0.18,0.596,0.375,0.087,1.036,0.115,2.242,0.07,1.049
10/30/2017 1:08,10/30/2017 1:38,0.154,0.221,41.372,0.068,20.577,4.504,,10.596,0.191,,4.417,,,,0.202,4.68,0.331,,1.101,0.957,1.211,2.636,0.472,1.11,0.146,0.117,0.677,0.662,1.553,2.233,1.129,,,0.461,0.387,0.849,0.059,0.831,,0.162,0.452,,0.06,,0.055,,,0.094,,0.167,,0.097
10/30/2017 2:15,10/30/2017 2:45,0.203,0.152,68.041,0.062,31.393,6.898,,15.779,0.306,,6.824,0.051,,,0.298,7.082,0.496,,1.774,1.305,1.913,4.16,0.685,1.712,0.233,0.16,1.014,1.124,2.606,3.691,1.817,,,0.763,0.479,1.41,0.1,1.328,,0.261,0.713,,0.094,,0.092,0.056,,0.15,,0.325,,0.157
10/30/2017 3:20,10/30/2017 3:50,0.23,0.278,386.285,0.205,182.347,39.735,,88.113,1.769,,36.362,0.249,0.118,,1.601,37.288,2.609,,9.384,7.972,9.939,21.557,3.352,8.828,1.349,0.97,5.396,5.837,13.851,17.168,9.274,,0.266,3.984,3.235,7.369,,6.643,,1.361,3.934,0.073,0.522,0.156,0.506,0.318,0.079,0.827,0.086,1.726,0.082,0.761
10/30/2017 4:25,10/30/2017 4:55,0.187,0.259,526.099,0.399,275.421,61.287,,134.207,2.731,,56.913,0.459,0.21,,2.295,59.798,4.247,1.048,14.503,12.644,16.019,36.437,6.083,12.198,2.113,1.586,8.391,10.318,24.721,30.257,17.882,,0.484,7.742,7.162,14.357,,13.977,,2.856,8.684,0.182,1.171,0.376,,0.823,0.208,2.131,0.234,4.531,0.112,2.397
10/30/2017 5:30,10/30/2017 6:00,0.183,0.143,94.853,0.068,45,9.693,,21.367,0.437,,9.597,0.084,,,0.426,9.891,0.718,0.171,2.56,1.988,2.864,6.255,1.129,2.6,0.409,0.309,1.843,1.768,4.205,6.082,3.118,,0.083,1.292,0.751,2.458,0.192,2.502,,0.501,1.507,,0.214,0.063,0.22,0.137,,0.355,,0.787,,0.446
10/30/2017 6:36,10/30/2017 7:06,0.271,0.257,12.923,0.069,5.816,1.347,,4.323,0.083,,1.812,,,,0.093,2.155,0.183,,0.576,0.541,0.767,1.546,0.471,0.832,0.085,0.11,0.579,0.603,1.67,2.685,1.623,,,0.765,0.719,1.709,0.157,2.016,,0.455,1.48,,0.232,0.064,,0.148,0.06,0.425,,0.941,0.086,0.626
10/30/2017 11:17,10/30/2017 11:47,0.185,0.275,8.691,,4.174,0.77,,1.936,,,0.615,,,,,0.684,,,0.11,0.092,0.103,0.24,0.097,0.071,,,,,0.093,0.098,0.07,,,,,,,,,,,,,,,,,,,,,
10/30/2017 12:23,10/30/2017 12:53,0.292,0.247,8.394,,4.533,0.895,,2.334,,,0.74,,,,,0.847,,,0.131,0.093,0.117,0.293,0.108,0.08,,,,,0.09,0.094,0.073,,,,,,,,,,,,,,,,,,,,,
10/30/2017 13:30,10/30/2017 14:00,0.29,0.286,7.797,,4.268,0.88,,2.246,,,0.705,,,,,0.789,,,0.147,0.1,0.115,0.333,0.115,0.119,,,,0.055,0.108,0.117,0.092,,,,,,,,,,,,,,,,,,,,,
10/30/2017 14:39,10/30/2017 15:09,0.348,0.417,6.843,0.061,4.226,0.866,,2.277,,,0.677,,,,,0.679,,,0.103,0.08,0.096,0.227,0.112,0.097,,,,,0.07,0.069,0.092,,,,,,,,,,,,,,,,,,,,,
10/30/2017 15:46,10/30/2017 16:16,0.521,0.564,6.676,0.104,3.998,0.744,,2.005,,,0.7,,,,,0.756,,,0.108,0.136,0.095,0.208,0.125,0.101,,,,,0.068,0.065,0.146,,,,,,,0.054,,,,,,,,,,,,,,
10/30/2017 16:58,10/30/2017 17:28,0.939,0.889,7.325,0.193,3.805,0.744,,1.856,,,0.697,,,,,0.65,,,0.119,0.115,0.111,0.262,0.161,0.108,,,0.065,0.073,0.096,0.077,0.273,,,,,,,0.119,,0.051,,,,,,,,,,,,
10/30/2017 18:08,10/30/2017 18:38,1.206,1.16,7.295,0.259,2.99,0.637,,1.477,,,0.652,,,,,0.516,,,0.131,0.128,0.11,0.246,0.197,0.096,,,0.078,0.096,0.1,0.079,0.391,0.059,,,,,,0.179,,0.064,,,,,,,,,,,,
10/30/2017 19:16,10/30/2017 19:46,1.012,0.727,5.912,0.213,2.43,0.521,,1.204,,,0.501,,,,,0.382,,,0.094,0.095,0.085,0.187,0.174,0.074,,,0.052,0.06,0.065,,0.247,,,,,,,0.101,,,,,,,,,,,,,,
10/30/2017 20:24,10/30/2017 20:54,0.951,0.7,5.771,0.204,2.399,0.529,,1.185,,,0.517,,,,,0.39,,,0.095,0.079,0.082,0.179,0.163,0.072,,,,0.055,0.062,0.052,0.245,0.051,,,,,,0.108,,,,,,,,,,,,,,
10/30/2017 21:32,10/30/2017 22:02,0.359,0.256,6.742,0.099,3.871,0.673,,1.482,,,0.542,,,,,0.5,,,0.083,0.093,0.107,0.218,0.109,0.094,,,,0.057,0.102,0.113,0.187,,,,,0.051,,0.126,,,,,,,,,,,,,,
10/30/2017 22:42,10/30/2017 23:12,0.194,0.279,5.959,,5.071,0.871,,2.234,,,0.616,,,,,0.63,,,0.085,0.076,0.091,0.173,0.086,0.074,,,,,,0.053,0.07,,,,,,,,,,,,,,,,,,,,,
10/30/2017 23:50,10/31/2017 0:20,0.25,0.198,4.182,,3.012,0.44,,1.08,,,0.349,,,,,0.335,,,,0.056,0.059,0.116,0.08,0.065,,,,,,,0.059,,,,,,,,,,,,,,,,,,,,,
10/31/2017 0:58,10/31/2017 1:28,0.269,0.386,5.169,0.079,3.353,0.602,,1.393,,,0.53,,,,,0.478,,,0.063,0.071,0.072,0.159,0.084,0.096,,,,,0.056,0.059,0.073,,,,,,,,,,,,,,,,,,,,,
10/31/2017 2:08,10/31/2017 2:38,0.444,0.588,9.453,0.079,6.035,1.045,,2.579,,,0.77,,,,,0.943,0.067,,0.186,0.183,0.218,0.468,0.137,0.148,,,0.109,0.115,0.284,0.356,0.226,,,0.096,0.083,0.183,,0.172,,,0.117,,,,,,,,,,,
10/31/2017 3:17,10/31/2017 3:47,0.513,0.695,13.314,0.096,8.284,1.474,,3.647,0.07,,1.148,,,,0.057,1.264,0.083,,0.251,0.215,0.271,0.488,0.162,0.271,,,0.157,0.167,0.402,0.545,0.341,,,0.136,0.118,0.271,,0.289,,0.066,0.172,,,,,,,,,0.09,,
10/31/2017 4:26,10/31/2017 4:56,0.51,0.379,12.285,0.099,6.659,1.284,,3.19,0.057,,0.911,,,,,1.052,0.063,,0.145,0.152,0.137,0.36,0.122,0.136,,,0.057,0.068,0.137,0.16,0.152,,,,,0.061,,0.061,,,0.052,,,,,,,,,,,
10/31/2017 5:33,10/31/2017 6:03,0.43,0.376,11.384,0.094,7.717,1.357,,3.616,0.064,,0.978,,,,,1.105,0.075,,0.16,0.137,0.143,0.37,0.151,0.107,,,,0.061,0.118,0.104,0.176,,,,,,,,,,,,,,,,,,,,,
10/31/2017 6:37,10/31/2017 7:07,0.376,0.365,10.057,0.067,8.109,1.452,,4.221,0.074,,1.146,,,,0.052,1.302,0.094,,0.202,0.174,0.184,0.441,0.128,0.117,,,0.061,0.051,0.154,0.166,0.13,,,,,0.055,,,,,,,,,,,,,,,,
10/31/2017 7:41,10/31/2017 8:11,0.598,0.401,7.75,0.12,6.222,1.14,,3.178,0.054,,0.832,,,,,0.919,0.066,,0.131,0.121,0.129,0.315,0.126,0.076,,,,0.057,0.122,0.143,0.143,,,,,0.074,,0.079,,,,,,,,,,,,,,
