StartTime_[LST],EndTime_[LST],ethylene_[ppbV],acetylene_[ppbV],ethane_[ppbV],propylene_[ppbV],propane_[ppbV],isobutane_[ppbV],cis-2-butene_[ppbV],n-butane_[ppbV],1-butene_[ppbV],trans-2-butene_[ppbV],isopentane_[ppbV],1-pentene_[ppbV],isoprene_[ppbV],cis-2-pentene_[ppbV],trans-2-pentene_[ppbV],n-pentane_[ppbV],cyclopentane_[ppbV],"2,3-dimethyl-butane_[ppbV]",2-methyl-pentane_[ppbV],3-methyl-pentane_[ppbV],methyl-cyclopentane_[ppbV],n-hexane_[ppbV],benzene_[ppbV],cyclohexane_[ppbV],"2,4-dimethyl-pentane_[ppbV]","2,3-dimethyl-pentane_[ppbV]",2-methyl-hexane_[ppbV],3-methyl-hexane_[ppbV],n-heptane_[ppbV],methyl-cyclohexane_[ppbV],toluene_[ppbV],"2,2,4-trimethyl-pentane_[ppbV]","2,3,4-trimethyl-pentane_[ppbV]",2-methyl-heptane_[ppbV],3-methyl-heptane_[ppbV],n-octane_[ppbV],ethyl-benzene_[ppbV],"m,p-xylene_[ppbV]",styrene_[ppbV],o-xylene_[ppbV],n-nonane_[ppbV],isopropyl-benzene_[ppbV],"1,3,5-trimethyl-benzene_[ppbV]",n-propyl-benzene_[ppbV],"1,2,4-trimethyl-benzene_[ppbV]",m-ethyl-toluene_[ppbV],p-ethyl-toluene_[ppbV],o-ethyl-toluene_[ppbV],"1,2,3-trimethyl-benzene_[ppbV]",n-decane_[ppbV],m-diethyl-benzene_[ppbV],n-undecane_[ppbV]
10/31/2017 8:45,10/31/2017 9:15,0.34,0.362,11.134,0.079,6.919,1.269,,3.187,0.052,,0.885,,,,,0.982,0.058,,0.131,0.111,0.124,0.283,0.114,0.094,,,,,0.089,0.091,0.088,,,,,,,,,,,,,,,,,,,,,
10/31/2017 9:56,10/31/2017 10:26,0.28,0.399,6,0.05,3.57,0.716,,1.835,,,0.541,,,,,0.57,,,0.086,0.063,0.084,0.195,0.101,,,,,,0.064,0.063,0.137,,,,,,,,,,,,,,,,,,,,,
10/31/2017 10:57,10/31/2017 11:27,0.747,0.709,7.099,0.108,4.16,0.841,,2.119,,,0.718,,,,,0.663,,,0.12,0.094,0.117,0.257,0.138,,,,,0.058,0.085,0.073,0.223,,,,,,,0.074,,,,,,,,,,,,,,
10/31/2017 11:57,10/31/2017 12:27,0.991,0.716,8.046,0.166,4.121,0.858,,2.213,,,0.836,,,,,0.711,,,0.151,0.15,0.138,0.302,0.179,,,,0.073,0.084,0.104,0.085,0.382,0.051,,,,,,0.124,,,,,,,,,,,,,,
10/31/2017 12:56,10/31/2017 13:26,0.946,0.773,7.425,0.165,3.932,0.911,,2.152,,,0.847,,,,,0.687,,,0.144,0.147,0.119,0.286,0.173,,,,0.08,0.073,0.11,0.08,0.369,0.054,,,,,0.05,0.156,,0.05,,,,,,,,,,,,
10/31/2017 18:10,10/31/2017 18:40,1.359,0.843,5.942,0.392,3.65,0.696,0.085,1.606,0.055,,0.817,,,,0.062,0.52,,,0.144,0.15,0.118,0.265,0.261,0.052,,0.054,0.079,0.083,0.101,0.077,0.472,0.069,,,,,0.057,0.193,,0.063,,,,,,,,,,,,
10/31/2017 19:17,10/31/2017 19:47,1.609,0.84,30.762,0.411,20.674,5.433,0.077,16.604,0.364,,7.993,0.086,0.051,,0.48,10.667,0.779,,2.287,1.835,2.271,5.67,1.016,1.961,0.291,0.301,1.07,1.1,2.548,2.78,1.847,0.162,0.081,0.595,0.423,0.99,0.125,0.845,,0.237,0.42,,0.09,,,,,0.107,,0.193,,0.094
10/31/2017 20:25,10/31/2017 20:55,2.169,1.29,33.22,0.627,20.082,4.883,0.114,11.707,0.279,,5.485,0.095,0.055,,0.326,6.505,0.541,,1.936,1.427,2.112,4.725,0.973,1.84,0.289,0.259,0.961,1.168,2.503,3.316,1.92,0.076,0.072,0.595,0.34,0.944,0.122,0.922,,0.218,0.391,,0.081,,,,,0.114,,0.191,0.059,0.265
10/31/2017 21:35,10/31/2017 22:05,0.53,0.271,12.897,0.173,8.454,2.255,,4.523,0.082,,2.325,,,,0.086,1.942,0.206,,0.423,0.375,0.46,1.018,0.253,0.367,0.061,0.062,0.249,0.252,0.507,0.654,0.489,,,0.121,0.114,0.207,,0.218,,0.062,0.104,,,,,,,,,0.08,,0.107
10/31/2017 22:43,10/31/2017 23:13,0.67,0.837,11.063,0.162,6.517,1.442,,3.043,0.053,,1.267,,,,0.052,1.122,0.092,,0.191,0.217,0.208,0.483,0.159,0.105,,,0.087,0.099,0.157,0.183,0.295,,,,,0.07,,0.102,,,0.056,,,,,,,,,,,
10/31/2017 23:50,11/01/2017 0:20,0.642,0.522,8.816,0.147,4.931,1.042,,2.433,,,0.925,,,,,0.787,,,0.157,0.174,0.123,0.317,0.129,0.063,,,0.06,0.071,0.107,0.107,0.26,,,,,,,0.085,,,,,,,,,,,,,,
11/01/2017 0:56,11/01/2017 1:26,0.324,0.284,6.61,,9.086,0.757,,1.205,,,0.499,,,,,0.451,,,0.095,0.101,0.109,0.236,0.095,0.061,,,,,0.106,0.115,0.165,,,,,,,0.057,,,,,,,,,,,,,,
11/01/2017 2:04,11/01/2017 2:34,0.254,0.199,12.718,0.087,6.963,1.551,,3.536,0.06,,1.609,,,,0.064,1.591,0.152,,0.427,0.399,0.51,1.079,0.281,0.421,0.064,0.085,0.287,0.281,0.659,0.893,0.562,,,0.172,0.126,0.314,,0.296,,0.071,0.162,,,,,,,,,0.069,,0.09
11/01/2017 3:10,11/01/2017 3:40,0.857,0.635,24.574,0.154,15.386,2.651,,7.192,0.135,,1.9,,,,0.082,1.984,0.136,,0.28,0.244,0.305,0.612,0.178,0.175,,,0.107,0.115,0.242,0.289,0.244,,,0.071,,0.122,,0.137,,,0.104,,,,,,,,,0.065,,
11/01/2017 4:19,11/01/2017 4:49,0.619,0.503,12.215,0.127,8.209,1.473,,3.801,0.063,,1.15,,,,,1.175,0.08,,0.187,0.178,0.19,0.377,0.138,0.089,,,0.066,0.073,0.139,0.162,0.202,,,,,0.066,,0.103,,,0.065,,,,,,,,,,,
11/01/2017 5:26,11/01/2017 5:56,0.673,0.445,7.086,0.134,4.593,0.844,,2.001,,,0.685,,,,,0.64,,,0.114,0.109,0.112,0.227,0.118,,,,,,0.08,0.087,0.167,,,,,,,0.076,,,,,,,,,,,,,,
11/01/2017 6:33,11/01/2017 7:03,0.143,0.156,6.713,,4.003,1.138,,2.756,,,1.328,,,,0.056,1.405,0.099,,0.35,0.302,0.322,0.794,0.173,0.255,,,0.185,0.188,0.408,0.467,0.315,,,0.1,0.091,0.16,,0.15,,,0.074,,,,,,,,,,,
11/01/2017 7:39,11/01/2017 8:09,0.107,0.151,1.148,,0.436,0.054,,0.138,,,0.07,,,,,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2017 8:44,11/01/2017 9:14,0.091,0.081,1.188,,1.079,0.116,,0.184,,,0.075,,,,,0.057,,,,,,,,,,,,,,,0.146,,,,,,,,,,,,,,,,,,,,,
11/01/2017 9:44,11/01/2017 10:14,0.171,0.063,1.172,,0.358,,,0.129,,,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2017 10:44,11/01/2017 11:14,,0.067,7.707,,3.824,0.742,,1.709,,,0.742,,,,,0.737,,,0.176,0.13,0.156,0.399,0.08,0.058,,,0.079,0.095,0.216,0.295,0.159,,,0.066,0.062,0.102,,0.075,,,0.051,,,,,,,,,,,
11/01/2017 11:44,11/01/2017 12:14,,0.144,1.028,,0.311,,,0.163,,,0.08,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2017 12:43,11/01/2017 13:13,,,3.108,,1.311,0.248,,0.599,,,0.271,,,,,0.276,,,0.066,0.068,0.082,0.182,,,,,,,0.106,0.141,0.089,,,,,0.05,,,,,,,,,,,,,,,,
11/01/2017 16:42,11/01/2017 17:12,0.104,0.072,1.031,,0.299,,,0.094,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,0.052,,,,,,,,,,,,,,
11/01/2017 17:43,11/01/2017 18:13,,0.079,0.994,,0.255,,,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2017 18:45,11/01/2017 19:15,,,1.004,,0.272,,,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2017 19:49,11/01/2017 20:19,,0.115,1.031,,0.334,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2017 20:51,11/01/2017 21:21,,,0.968,,0.325,,,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2017 21:54,11/01/2017 22:24,0.228,0.153,157.548,0.155,85.932,16.448,,39.568,0.806,,11.723,0.071,,,0.616,14.716,0.892,,2.52,1.954,2.333,6.184,0.917,1.836,0.256,0.206,1.1,1.043,2.585,2.837,1.48,,,0.568,0.312,0.92,0.065,0.692,,0.169,0.359,,,,,,,0.07,,0.121,,0.088
11/01/2017 22:56,11/01/2017 23:26,0.235,0.2,21.94,0.078,13.553,3.936,,9.456,0.167,,4.419,,,,0.188,4.397,0.358,,1.047,0.891,1.09,2.433,0.463,0.864,0.131,0.112,0.598,0.573,1.305,1.76,0.996,,,0.335,0.231,0.554,0.051,0.492,,0.094,0.254,,,,,,,0.057,,0.136,,0.187
11/02/2017 0:01,11/02/2017 0:31,0.264,0.311,15.756,0.059,9.561,1.724,,4.419,0.069,,1.248,,,,0.055,1.39,0.084,,0.213,0.162,0.191,0.453,0.115,0.071,,,0.066,0.074,0.155,0.157,0.126,,,,,0.052,,0.053,,,,,,,,,,,,,,
11/02/2017 1:09,11/02/2017 1:39,0.364,0.423,13.864,,9.517,1.698,,4.879,0.088,,1.743,,,,0.081,1.99,0.163,,0.475,0.348,0.531,1.126,0.232,0.381,,0.062,0.25,0.26,0.573,0.675,0.402,,,0.139,0.11,0.239,,0.203,,,0.123,,,,,,,,,,,
11/02/2017 2:15,11/02/2017 2:45,0.355,0.385,11.567,0.063,6.983,1.464,,4.082,0.071,,1.725,,,,0.091,2.226,0.175,,0.627,0.531,0.687,1.544,0.296,0.559,0.08,0.096,0.346,0.357,0.811,1.099,0.554,,,0.196,0.158,0.304,,0.242,,,0.135,,,,,,,,,,,
11/02/2017 3:22,11/02/2017 3:52,0.245,0.292,13.344,0.052,8.459,1.819,,5.605,0.103,,2.525,,,,0.14,3.404,0.25,,0.793,0.675,0.893,1.981,0.372,0.744,0.1,0.092,0.46,0.455,1.102,1.35,0.706,,,0.283,0.193,0.443,,0.351,,0.075,0.174,,,,,,,,,,,
11/02/2017 4:30,11/02/2017 5:00,0.456,0.483,12.176,0.079,6.683,1.405,,3.724,0.072,,1.452,,,,0.082,1.728,0.116,,0.34,0.294,0.363,0.827,0.2,0.3,,,0.151,0.164,0.387,0.455,0.329,,,0.094,0.073,0.155,,0.151,,0.051,0.072,,,,,,,,,,,
11/02/2017 5:40,11/02/2017 6:10,0.445,0.488,8.846,0.073,4.307,0.44,,1.745,,,0.536,,,,,0.573,,,0.097,0.095,0.093,0.218,0.097,0.07,,,,,0.082,0.081,0.08,,,,,,,,,,,,,,,,,,,,,
11/02/2017 6:49,11/02/2017 7:19,0.836,0.689,16.85,0.205,10.31,1.947,,4.918,0.1,,1.352,,,,0.065,1.484,0.091,,0.212,0.171,0.207,0.442,0.147,0.146,,,0.065,0.074,0.158,0.202,0.156,,,0.053,0.05,0.087,,0.129,,,0.102,,,,,,,,,0.075,,
11/02/2017 7:57,11/02/2017 8:27,0.913,0.778,21.474,0.196,15.205,2.749,,7.254,0.137,,1.862,,,,0.088,1.952,0.069,,0.277,0.244,0.294,0.687,0.163,0.061,,,0.06,0.084,0.161,0.159,0.186,,,,,0.067,,0.084,,,,,,,,,,,,,,
11/02/2017 8:57,11/02/2017 9:27,0.568,0.463,9.781,0.094,6.655,1.069,,3.088,,,0.915,,,,,0.847,0.057,,0.119,0.117,0.128,0.26,0.102,,,,,,0.084,0.093,0.106,,,,,,,,,,,,,,,,,,,,,
11/02/2017 9:57,11/02/2017 10:27,0.755,0.826,8.207,0.137,4.713,0.881,,2.222,,,0.791,,,,,0.741,,,0.104,0.099,0.097,0.207,0.11,,,,,,0.065,0.062,0.146,,,,,,,0.056,,,,,,,,,,,,,,
11/02/2017 10:56,11/02/2017 11:26,0.626,0.555,5.486,0.105,3.629,0.632,,1.562,,,0.586,,,,,0.5,,,0.071,0.08,0.063,0.16,0.095,,,,,,0.057,,0.13,,,,,,,0.05,,,,,,,,,,,,,,
11/02/2017 11:56,11/02/2017 12:26,0.516,0.417,11.764,0.065,7.164,1.245,,3.039,,,0.9,,,,,0.83,0.053,,0.122,0.118,0.122,0.267,0.09,,,,,0.058,0.087,0.087,0.099,,,,,,,,,,,,,,,,,,,,,
11/02/2017 12:56,11/02/2017 13:26,0.683,0.522,10.204,0.099,6.816,1.184,,3.272,,,0.928,,,,,0.893,0.064,,0.135,0.118,0.137,0.285,0.103,,,,,0.05,0.089,0.097,0.102,,,,,,,,,,,,,,,,,,,,,
11/02/2017 13:55,11/02/2017 14:25,0.403,0.302,11.48,,6.1,1.099,,2.993,,,0.952,,,,,1.069,0.086,,0.235,0.203,0.246,0.61,0.14,0.074,,,0.105,0.144,0.344,0.355,0.218,,,0.091,0.055,0.141,,0.089,,,0.055,,,,,,,,,,,
11/02/2017 14:55,11/02/2017 15:25,0.353,0.315,4.791,,3.374,0.606,,1.581,,,0.489,,,,,0.473,,,0.079,0.077,0.094,0.209,0.075,,,,,0.056,0.127,0.139,0.107,,,,,0.066,,,,,,,,,,,,,,,,
11/02/2017 15:55,11/02/2017 16:25,0.215,0.139,7.152,,4.459,0.782,,2.037,,,0.686,,,,,0.737,0.069,,0.192,0.178,0.271,0.552,0.145,0.14,,,0.165,0.179,0.461,0.545,0.324,,,0.137,0.097,0.245,,0.172,,,0.136,,,,,,,,,,,
11/02/2017 20:53,11/02/2017 21:23,0.659,0.733,42.741,0.151,22.973,3.581,,7.576,0.141,,2.371,,,,0.101,2.271,0.161,,0.406,0.355,0.429,1.036,0.204,0.208,,0.06,0.158,0.196,0.474,0.549,0.457,,,0.142,0.115,0.252,,0.274,,0.062,0.146,,,,,,,,,0.074,,
11/02/2017 21:53,11/02/2017 22:23,0.986,0.793,30.236,0.208,15.834,3.198,,6.397,0.116,,2.562,,,,0.107,2.193,0.209,,0.381,0.358,0.413,0.963,0.211,0.213,,0.058,0.2,0.203,0.417,0.501,0.473,0.058,,0.126,0.069,0.234,,0.277,,0.084,0.145,,,,,,,,,0.104,0.076,0.084
11/02/2017 22:53,11/02/2017 23:23,0.936,1.011,25.617,0.169,12.232,2.291,,4.959,0.098,,1.979,,,,0.103,1.66,0.115,,0.383,0.318,0.341,0.801,0.197,0.151,0.117,0.141,0.135,0.171,0.333,0.385,0.393,0.443,0.13,0.097,0.082,0.145,,0.195,,0.058,0.077,,,,,,,,,,0.056,
11/02/2017 23:52,11/03/2017 0:22,0.799,0.624,21.931,,12.748,2.519,,5.377,0.097,,1.72,,,,0.076,1.663,0.1,,0.299,0.251,0.155,0.659,0.173,,,,0.11,0.122,0.238,0.271,0.275,0.077,,0.062,0.054,0.096,,0.126,,,0.051,,,,,,,,,,,
11/03/2017 0:52,11/03/2017 1:22,0.528,0.486,16.474,0.067,10.358,2.266,,4.994,0.077,,1.568,,,,0.066,1.573,0.097,,0.294,0.246,0.278,0.629,0.143,0.091,,,0.115,0.124,0.272,0.325,0.211,,,0.079,0.061,0.124,,0.112,,,0.057,,,,,,,,,,,
11/03/2017 1:52,11/03/2017 2:22,0.452,0.362,16.324,0.061,10.252,2.504,,5.932,0.103,,2.255,,,,0.096,2.284,0.148,,0.495,0.353,0.477,1.113,0.221,0.268,,0.059,0.233,0.23,0.513,0.69,0.387,,,0.142,0.105,0.243,,0.207,,,0.134,,,,,,,,,,,
11/03/2017 2:51,11/03/2017 3:21,0.54,0.4,16.28,0.064,10.169,2.316,,6.009,0.103,,2.628,,,,0.141,3.247,0.277,,0.92,0.778,1.156,2.458,0.414,1.091,0.138,0.217,0.784,0.823,2.339,3.01,1.71,,0.064,0.957,0.753,2.046,0.177,2.035,,0.492,1.441,,0.215,0.077,0.203,0.127,,0.348,,0.649,,0.241
11/03/2017 3:51,11/03/2017 4:21,0.529,0.454,7.715,0.058,4.103,0.813,,1.777,,,0.669,,,,,0.577,,,0.103,0.101,0.107,0.238,0.095,,,,,0.052,0.089,0.092,0.166,,,,,,,0.077,,,,,,,,,,,,,,
11/03/2017 4:51,11/03/2017 5:21,0.73,0.699,7.434,0.088,4.068,0.911,,2.104,,,0.771,,,,,0.638,,,0.117,0.109,0.113,0.25,0.113,,,,,0.054,0.087,0.075,0.21,,,,,,,0.084,,,,,,,,,,,,,,
11/03/2017 5:50,11/03/2017 6:20,0.974,0.905,8.431,0.172,3.725,0.761,,2.095,,,0.832,,,,,0.623,,,0.137,0.124,0.13,0.256,0.147,,,,,0.075,0.099,0.09,0.305,,,,,,,0.131,,0.055,,,,,,,,,,,,
11/03/2017 6:50,11/03/2017 7:20,1.288,1.175,9.078,0.283,4.305,1.146,0.062,2.82,0.097,,1.168,0.065,,,0.098,0.923,0.056,,0.178,0.179,0.162,0.34,0.187,,,0.051,0.073,0.097,0.117,0.101,0.427,0.057,,,,0.05,0.055,0.191,,0.066,,,,,,,,,,,0.056,
11/03/2017 7:50,11/03/2017 8:20,2.338,1.799,13.751,0.438,6.196,1.237,0.086,2.757,0.086,,1.244,0.065,,,0.107,0.869,0.069,,0.224,0.159,0.181,0.371,0.249,,,0.067,0.117,0.117,0.141,0.111,0.599,0.078,,0.058,,0.054,0.075,0.271,,0.082,0.053,,,,,,,0.07,,,0.06,
11/03/2017 8:49,11/03/2017 9:19,2.241,1.636,242.575,0.487,92.633,17.682,0.077,35.157,0.772,,12.123,0.124,,,0.569,11.632,0.728,0.087,2.321,1.802,1.916,4.787,0.979,1.404,0.253,0.189,0.761,0.916,1.858,1.902,1.634,0.072,0.055,0.417,0.346,0.66,0.119,0.69,,0.202,0.288,,0.085,,,,,0.103,,0.108,0.057,0.06
11/03/2017 10:50,11/03/2017 11:20,1.664,1.135,49.325,0.351,26.318,6.157,0.072,14.25,0.312,,5.201,0.078,,,0.264,5.572,0.633,,1.059,0.868,1.093,2.509,0.59,0.818,0.122,0.16,0.523,0.577,1.335,1.488,1.454,0.096,,0.372,0.311,0.685,0.145,0.751,,0.231,0.436,,0.103,,0.07,,,0.136,,0.279,0.096,0.213
11/03/2017 11:50,11/03/2017 12:20,1.546,1.241,21.043,0.264,10.381,2.441,,5.929,0.121,,2.259,,,,0.098,1.871,0.135,,0.347,0.297,0.271,0.654,0.252,0.087,,0.05,0.113,0.151,0.248,0.256,0.497,0.061,,0.074,0.063,0.102,0.058,0.195,,0.079,0.083,,,,,,,,,,,
11/03/2017 12:49,11/03/2017 13:19,1.514,1.27,52.159,0.293,28.122,6.668,0.052,15.829,0.296,,5.969,0.067,,,0.277,5.931,0.445,,1.198,0.95,1.145,2.637,0.601,0.838,0.124,0.126,0.596,0.603,1.339,1.52,1.315,0.059,0.052,0.368,0.298,0.67,0.118,0.698,,0.205,0.411,,0.092,,0.051,,,0.115,,0.225,,0.153
11/03/2017 13:49,11/03/2017 14:19,1.132,0.938,97.213,0.257,58.389,13.456,,31.994,0.627,,11.627,0.099,,,0.543,12.07,0.872,,2.48,1.991,2.467,5.714,1.111,2.04,0.235,0.492,1.297,1.357,3.179,3.581,2.553,,0.073,0.923,0.698,1.714,0.2,1.567,,0.475,1.037,,0.178,0.071,0.128,0.079,,0.273,0.062,0.61,0.07,0.436
11/03/2017 14:49,11/03/2017 15:19,0.959,0.592,58.353,0.148,32.58,6.757,,16.047,0.308,,5.515,,,,0.256,5.712,0.403,,1.127,0.886,1.087,2.584,0.549,0.794,0.107,0.24,0.53,0.54,1.295,1.446,1.097,,,0.392,0.279,0.721,0.088,0.696,,0.207,0.463,,0.078,,0.053,,,0.114,,0.273,,0.221
11/03/2017 15:49,11/03/2017 16:19,0.982,0.664,122.269,0.206,65.431,14.154,,32.838,0.65,,11.502,0.081,,,0.549,12.274,0.869,,2.579,2.007,2.605,6.148,1.258,2.258,0.302,0.279,1.434,1.446,3.721,4.091,2.831,,0.08,1.115,0.514,2.163,0.225,1.999,,0.595,1.428,0.052,0.241,0.097,0.182,0.114,0.058,0.397,0.082,0.844,0.056,0.581
11/03/2017 16:48,11/03/2017 17:18,0.969,0.657,27.062,0.232,16.134,3.317,,7.39,0.131,,2.832,,,,0.138,2.539,0.209,,0.422,0.359,0.347,0.903,0.242,0.139,,0.052,0.168,0.173,0.307,0.297,0.374,0.05,,0.08,0.065,0.122,,0.169,,,0.095,,,,,,,,,0.061,,
11/03/2017 17:48,11/03/2017 18:18,1.22,0.789,104.883,0.346,52.743,11.867,0.057,26.957,0.55,,10.295,0.094,,,0.524,11.005,0.964,,2.2,1.804,2.311,5.643,1.213,2.091,0.267,0.25,1.081,1.314,3.473,3.828,3.006,,0.087,1.115,0.81,2.14,0.265,2.116,,0.64,1.494,,0.291,0.108,0.225,0.138,0.084,0.468,0.112,0.999,0.33,0.687
11/03/2017 18:48,11/03/2017 19:18,1.422,0.924,89.626,0.339,50.957,11.511,0.065,27.223,0.576,,10.071,0.104,,,0.521,10.8,0.712,,2.246,1.839,2.258,5.467,1.091,1.606,0.257,0.291,1.215,1.196,2.969,3.344,2.446,,0.085,0.877,0.383,1.667,0.196,1.637,,0.479,1.089,,0.205,0.075,0.158,0.098,,0.328,0.067,0.692,0.112,0.464
11/03/2017 19:47,11/03/2017 20:17,1.686,1.099,102.273,0.352,61.559,14.322,0.107,32.759,0.683,,11.936,0.128,0.051,,0.589,12.382,0.903,,2.476,2.027,2.421,5.954,1.15,2.024,0.253,0.309,1.305,1.292,3.1,3.528,2.631,0.062,0.088,0.906,0.674,1.699,0.211,1.656,,0.48,1.067,,0.204,0.07,0.153,0.095,,0.332,0.066,0.659,0.141,0.462
11/03/2017 20:47,11/03/2017 21:17,2.316,1.343,136.952,0.538,86.871,18.082,0.062,41.966,0.897,,15.536,0.158,0.072,,0.809,16.598,1.25,,3.304,2.798,3.413,8.42,1.661,2.998,0.387,0.386,1.941,1.956,4.696,5.287,3.812,0.065,0.127,1.378,1.053,2.552,0.315,2.498,,0.734,1.585,,0.298,0.109,0.243,0.152,0.084,0.467,0.103,0.983,0.147,0.658
11/03/2017 21:47,11/03/2017 22:17,2.107,1.422,136.645,0.437,77.159,16.105,0.081,37.725,0.806,,13.426,0.134,0.065,,0.703,14.576,1.053,,3.175,2.536,3.208,7.816,1.553,2.807,0.375,0.349,1.802,1.768,4.458,4.309,3.672,0.067,0.114,1.317,1.007,2.499,0.304,2.337,,0.695,1.531,,0.282,0.107,0.208,0.129,0.066,0.442,0.097,0.901,0.115,0.565
11/03/2017 22:46,11/03/2017 23:16,2.095,1.501,83.19,0.336,46.689,8.687,0.062,20.68,0.426,,7.052,0.083,,,0.4,7.642,0.532,,1.591,1.265,1.559,3.885,0.844,1.288,0.159,0.166,0.867,0.869,2.095,2.169,1.916,0.076,0.062,0.63,0.255,1.169,0.167,1.246,,0.377,0.759,,0.155,0.059,0.083,0.051,,0.227,,0.446,0.075,0.314
11/03/2017 23:46,11/04/2017 0:16,1.75,1.103,85.769,0.339,48.085,10.557,0.069,25.396,0.535,,9.235,0.089,,,0.492,10.083,0.701,,2.099,1.676,2.048,5.063,1.012,1.693,0.269,0.293,0.924,1.08,2.708,2.844,2.25,0.179,0.072,0.77,0.545,1.392,0.182,1.368,,0.376,0.793,,0.157,0.057,0.132,0.082,,0.226,,0.441,0.079,0.256
11/04/2017 0:46,11/04/2017 1:16,1.949,1.387,59.501,0.383,33.618,7.453,0.076,18.626,0.428,,6.765,0.102,,,0.388,7.401,0.506,,1.5,1.219,1.43,3.495,0.755,1.09,0.187,0.191,0.744,0.759,1.709,1.823,1.647,0.168,0.072,0.461,0.372,0.848,0.155,0.902,,0.285,0.496,,0.117,,0.072,,,0.161,,0.266,0.084,0.166
11/04/2017 1:45,11/04/2017 2:15,2.06,1.455,47.431,0.387,24.945,5.056,0.079,12.329,0.299,,4.514,0.089,,,0.227,4.524,0.312,,0.93,0.761,0.9,2.086,0.548,0.637,0.108,0.141,0.473,0.499,1.048,1.084,1.302,0.109,,0.311,0.131,0.53,0.122,0.699,,0.22,0.326,,0.103,,0.072,,,0.136,,0.178,0.078,0.105
11/04/2017 2:45,11/04/2017 3:15,2.331,2.454,112.123,0.459,68.12,12.641,0.086,31.084,0.692,,10.639,0.139,0.067,0.068,0.675,13.57,0.981,,2.968,2.444,3.084,7.431,1.495,2.724,0.394,0.349,1.786,1.81,4.415,4.813,3.685,0.112,0.146,1.311,1.013,2.436,0.317,2.434,,0.7,1.478,,0.284,0.107,0.212,0.132,0.079,0.424,0.096,0.83,0.142,0.469
11/04/2017 3:45,11/04/2017 4:15,1.788,1.244,18.925,0.295,9.481,1.987,0.058,4.658,0.118,,1.821,0.069,,,0.13,1.44,0.099,,0.304,0.284,0.23,0.567,0.237,0.054,,0.052,0.13,0.14,0.193,0.166,0.603,0.084,,0.056,0.054,0.076,0.071,0.265,,0.076,0.054,,0.052,,,,,0.056,,,0.067,
11/04/2017 4:45,11/04/2017 5:15,0.617,0.643,6.976,0.085,4.93,0.489,,1.044,,,0.495,,,,,0.346,,,0.078,0.078,0.069,0.138,0.082,,,,,,0.053,,0.191,,,,,,,0.109,,,,,,,,,,,,,0.056,
