StartTime_[LST],EndTime_[LST],ethylene_[ppbV],acetylene_[ppbV],ethane_[ppbV],propylene_[ppbV],propane_[ppbV],isobutane_[ppbV],cis-2-butene_[ppbV],n-butane_[ppbV],1-butene_[ppbV],trans-2-butene_[ppbV],isopentane_[ppbV],1-pentene_[ppbV],isoprene_[ppbV],cis-2-pentene_[ppbV],trans-2-pentene_[ppbV],n-pentane_[ppbV],cyclopentane_[ppbV],"2,3-dimethyl-butane_[ppbV]",2-methyl-pentane_[ppbV],3-methyl-pentane_[ppbV],methyl-cyclopentane_[ppbV],n-hexane_[ppbV],benzene_[ppbV],cyclohexane_[ppbV],"2,4-dimethyl-pentane_[ppbV]","2,3-dimethyl-pentane_[ppbV]",2-methyl-hexane_[ppbV],3-methyl-hexane_[ppbV],n-heptane_[ppbV],methyl-cyclohexane_[ppbV],toluene_[ppbV],"2,2,4-trimethyl-pentane_[ppbV]","2,3,4-trimethyl-pentane_[ppbV]",2-methyl-heptane_[ppbV],3-methyl-heptane_[ppbV],n-octane_[ppbV],ethyl-benzene_[ppbV],"m,p-xylene_[ppbV]",styrene_[ppbV],o-xylene_[ppbV],n-nonane_[ppbV],isopropyl-benzene_[ppbV],"1,3,5-trimethyl-benzene_[ppbV]",n-propyl-benzene_[ppbV],"1,2,4-trimethyl-benzene_[ppbV]",m-ethyl-toluene_[ppbV],p-ethyl-toluene_[ppbV],o-ethyl-toluene_[ppbV],"1,2,3-trimethyl-benzene_[ppbV]",n-decane_[ppbV],m-diethyl-benzene_[ppbV],n-undecane_[ppbV]
11/04/2017 5:44,11/04/2017 6:14,0.79,0.67,4.9,0.112,5.761,0.28,,0.569,,,0.301,,,,,0.216,,,,0.054,,0.089,0.073,,,,,,,,0.153,,,,,,,0.076,,,,,,,,,,,,,,
11/04/2017 6:44,11/04/2017 7:14,1.024,0.559,10.527,0.205,9.938,1.559,,3.942,0.078,,1.584,,,,0.107,1.808,0.13,,0.413,0.358,0.435,0.989,0.247,0.253,0.052,,0.227,0.241,0.544,0.635,0.578,,,0.171,0.092,0.293,0.057,0.379,,0.09,0.171,,,,,,,0.063,,0.077,,
11/04/2017 7:44,11/04/2017 8:14,0.721,0.616,4.747,0.146,3.349,0.428,,0.952,,,0.486,,,,,0.343,,,0.095,0.095,0.088,0.201,0.111,,,,0.05,,0.089,0.092,0.268,0.057,,,,,,0.14,,0.053,,,,,,,,,,,,
11/04/2017 8:44,11/04/2017 9:14,0.059,,0.922,,0.178,,,0.107,,,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2017 9:43,11/04/2017 10:13,0.071,0.068,0.633,,0.14,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2017 13:42,11/04/2017 14:12,,,0.4,,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2017 14:42,11/04/2017 15:12,,0.112,0.359,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2017 15:42,11/04/2017 16:12,0.075,,0.739,,0.479,0.169,,0.658,,,0.434,,,,,0.547,,,0.145,0.134,0.16,0.389,0.065,,,,0.082,0.082,0.215,0.261,0.145,,,0.071,0.052,0.121,,0.111,,,0.091,,,,,,,,,,,
11/04/2017 16:41,11/04/2017 17:11,0.081,0.098,16.423,,7.262,1.583,,3.695,0.054,,1.608,,,,0.061,1.537,0.121,,0.368,0.289,0.422,0.871,0.281,0.193,,,0.235,0.242,0.539,0.719,0.529,,,0.159,0.13,0.305,,0.315,,0.087,0.185,,,,,,,,,0.09,,0.087
11/04/2017 17:59,11/04/2017 18:29,0.852,0.522,5.239,0.179,3.116,0.608,,1.279,,,0.651,,,,,0.462,,,0.121,0.116,0.12,0.234,0.138,,,,0.068,0.07,0.117,0.132,0.28,,,,,0.06,,0.139,,,,,,,,,,,,,,
11/04/2017 18:58,11/04/2017 19:28,0.37,0.135,1.525,0.079,0.565,0.167,,0.386,,,0.227,,,,,0.132,,,,,,0.078,0.052,,,,,,,,0.132,,,,,,,0.063,,,,,,,,,,,,,,
11/04/2017 19:58,11/04/2017 20:28,0.362,0.121,1.083,,0.432,0.101,,0.332,,,0.177,,,,,0.1,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,
11/04/2017 20:58,11/04/2017 21:28,0.494,0.265,6.956,0.068,3.572,0.827,,2.019,,,0.878,,,,,0.903,0.063,,0.205,0.141,0.216,0.481,0.113,,,,0.102,0.112,0.248,0.299,0.275,,,0.076,0.056,0.131,,0.157,,,0.08,,,,,,,,,,,
11/04/2017 21:58,11/04/2017 22:28,0.182,0.301,8.155,,5.357,0.9,,2.282,,,0.72,,,,,0.697,,,0.11,0.094,0.121,0.243,0.07,,,,,,0.09,0.097,0.058,,,,,,,,,,,,,,,,,,,,,
11/04/2017 22:57,11/04/2017 23:27,0.272,0.339,10.037,,6.929,1.074,,2.837,,,0.888,,,,,0.939,0.071,,0.165,0.152,0.198,0.401,0.103,,,,0.077,0.084,0.203,0.258,0.162,,,0.054,0.05,0.107,,0.095,,,0.086,,,,,,,,,,,
11/04/2017 23:57,11/05/2017 0:27,0.207,0.132,6.055,,4.407,0.624,,1.577,,,0.445,,,,,0.431,,,0.06,0.062,0.062,0.128,0.052,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,
11/05/2017 0:57,11/05/2017 1:27,0.217,0.245,9.477,,5.37,0.631,,1.655,,,0.571,,,,,0.544,,,0.11,0.1,0.132,0.258,0.089,,,,0.063,0.071,0.159,0.207,0.145,,,0.056,,0.094,,0.094,,,0.06,,,,,,,,,,,
11/05/2017 1:56,11/05/2017 2:26,0.489,0.789,12.777,,17.315,1.069,,2.138,,,0.801,,,,,0.723,,,0.151,0.117,0.166,0.343,0.101,,,,0.099,0.096,0.196,0.258,0.234,,,0.051,0.053,0.11,,0.137,,,0.079,,,,,,,,,,,
11/05/2017 2:56,11/05/2017 3:26,0.514,0.462,8.209,,5.348,0.574,,1.334,,,0.539,,,,,0.417,,,0.091,0.089,0.08,0.217,0.065,,,,,,0.065,0.07,0.119,0.148,,,,,,0.076,,,,,,,,,,,,,,
11/05/2017 3:56,11/05/2017 4:26,0.332,0.317,11.203,0.061,11.716,1.043,,2.297,,,0.942,,,,0.054,0.955,0.07,,0.221,0.2,0.245,0.539,0.152,0.097,,,0.135,0.129,0.304,0.345,0.363,0.066,,0.105,0.079,0.179,,0.214,,0.06,0.116,,,,,,,,,,,
11/05/2017 4:56,11/05/2017 5:26,0.415,0.419,8.76,,4.758,0.737,,1.669,,,0.624,,,,,0.594,,,0.116,0.108,0.122,0.263,0.091,,,,0.064,0.063,0.144,0.162,0.179,,,,,0.086,,0.091,,,0.059,,,,,,,,,,,
11/05/2017 5:55,11/05/2017 6:25,0.575,0.61,33.599,0.082,18.294,3.371,,7.954,0.131,,2.592,,,,0.12,2.74,0.197,,0.542,0.444,0.57,1.33,0.277,0.278,,0.073,0.25,0.26,0.6,0.677,0.526,,,0.164,0.124,0.291,,0.269,,0.072,0.151,,,,,,,,,0.059,,
11/05/2017 6:55,11/05/2017 7:25,1.193,0.623,147.146,0.318,69.443,13.016,,32.636,0.642,,11.216,0.07,,,0.597,13.647,1.082,,2.967,2.113,3.41,8.159,2.129,2.786,0.37,0.347,1.998,2.049,5.493,5.887,4.901,,0.131,1.775,1.278,3.402,0.381,3.358,,1.009,2.179,0.064,0.371,0.143,0.275,0.172,0.102,0.581,0.129,1.153,0.093,0.663
11/05/2017 7:54,11/05/2017 8:24,0.684,0.41,12.9,,6.723,1.008,,2.482,,,0.612,,,,,0.711,,,0.112,0.105,0.101,0.223,0.077,,,,,,0.075,0.1,0.067,,,,,,,,,,0.068,,,,,,,,,,,
11/05/2017 8:54,11/05/2017 9:24,0.503,0.622,17.563,0.062,14.24,2.398,,6.354,0.105,,1.548,,,,0.073,1.557,0.106,,0.208,0.145,0.206,0.413,0.114,,,,,,0.113,0.126,0.095,,,,,,,,,,,,,,,,,,,,,
11/05/2017 9:54,11/05/2017 10:24,0.568,0.44,18.539,0.06,11.621,2.078,,5.517,0.091,,1.758,,,,0.085,1.906,0.146,,0.377,0.329,0.425,0.916,0.24,0.246,,0.058,0.203,0.208,0.529,0.647,0.427,,,0.156,0.119,0.283,,0.257,,0.062,0.167,,,,,,,,,0.068,,
11/05/2017 10:53,11/05/2017 11:23,0.319,0.291,16.259,,11.818,2.063,,5.197,0.078,,1.338,,,,0.059,1.368,0.083,,0.178,0.128,0.163,0.368,0.091,,,,,0.052,0.108,0.124,0.082,,,,,,,,,,,,,,,,,,,,,
11/05/2017 11:53,11/05/2017 12:23,0.471,0.24,14.291,,9.603,1.807,,4.306,0.065,,1.39,,,,0.061,1.411,0.093,,0.24,0.211,0.227,0.502,0.13,,,,0.07,0.095,0.201,0.23,0.147,,,0.05,,0.084,,0.057,,,0.057,,,,,,,,,,,
11/05/2017 12:53,11/05/2017 13:23,0.585,0.477,17.046,,9.886,1.729,,4.398,0.059,,1.461,,,,0.069,1.546,0.101,,0.266,0.185,0.257,0.592,0.136,,,,0.086,0.084,0.208,0.228,0.201,,,,,0.072,,,,,,,,,,,,,,,,
11/05/2017 16:52,11/05/2017 17:22,0.286,0.264,25.685,0.051,14.993,2.791,,6.67,0.11,,1.948,,,,0.091,2.034,0.116,,0.328,0.257,0.272,0.684,0.138,0.057,,,0.09,0.102,0.214,0.227,0.158,,,,,0.079,,,,,,,,,,,,,,,,
11/05/2017 17:52,11/05/2017 18:22,0.77,0.506,44.018,0.15,28.68,6.383,,15.488,0.298,,4.953,,,,0.232,4.952,0.352,,0.971,0.775,0.95,2.269,0.471,0.688,0.086,0.098,0.371,0.498,1.202,1.444,0.92,,,0.328,0.249,0.617,0.057,0.571,,0.147,0.343,,0.055,,,,,0.076,,0.173,,0.26
11/05/2017 18:52,11/05/2017 19:22,0.978,0.58,43.398,0.272,28.639,7.203,,16.083,0.316,,5.909,0.053,,,0.269,5.887,0.472,,1.018,0.846,1.003,2.42,0.522,0.61,0.104,0.103,0.451,0.518,1.173,1.292,0.93,,,0.318,0.22,0.564,0.062,0.515,,0.132,0.3,,,,,,,0.071,,0.147,0.153,0.109
11/05/2017 19:51,11/05/2017 20:21,0.982,0.566,80.687,0.233,37.57,6.837,,15.213,0.295,,4.522,,,,0.218,4.599,0.314,,0.802,0.627,0.765,1.81,0.372,0.473,0.052,0.093,0.317,0.324,0.76,0.844,0.679,0.081,,0.201,0.098,0.349,,0.32,,0.067,0.189,,,,,,,,,0.078,0.078,
11/05/2017 20:51,11/05/2017 21:21,1.314,0.977,46.631,0.283,27.078,5.202,,12.479,0.24,,3.827,,,,0.183,3.861,0.263,,0.67,0.485,0.553,1.423,0.334,0.345,0.079,0.087,0.26,0.268,0.559,0.643,0.709,0.165,0.102,0.142,0.113,0.241,0.051,0.281,,0.085,0.139,,,,,,,,,0.053,0.068,
11/05/2017 21:51,11/05/2017 22:21,1.116,0.765,44.416,0.247,26.12,5.232,,12.76,0.255,,4.358,,,,0.246,4.599,0.345,0.059,0.927,0.724,0.888,1.99,0.447,0.486,0.18,0.2,0.352,0.433,0.942,1.034,0.935,0.433,0.068,0.261,0.186,0.405,0.069,0.426,,0.118,0.214,,0.05,,,,,0.061,,0.104,0.068,
11/05/2017 22:50,11/05/2017 23:20,0.947,1.112,89.459,0.26,75.095,16.174,,39.68,0.789,,12.137,0.084,,,0.57,12.936,0.791,,2.113,1.343,1.878,4.541,0.92,1.356,0.192,0.171,0.834,0.818,1.912,2.092,1.574,,,0.486,0.36,0.825,0.093,0.773,,0.213,0.412,,0.065,,,,,0.106,,0.17,0.066,0.085
11/05/2017 23:50,11/06/2017 0:20,1.195,1.129,36.139,0.222,25.031,6.021,,16.998,0.344,,7.141,0.057,,,0.413,9.1,0.702,,1.89,1.56,2.001,4.984,0.721,1.502,0.233,0.186,0.948,0.972,2.235,2.286,1.366,,,0.494,0.349,0.792,0.094,0.656,,0.164,0.349,,0.056,,,,,0.084,,0.193,0.062,0.072
11/06/2017 0:50,11/06/2017 1:20,0.943,0.72,34.838,0.196,22.649,4.445,,12.194,0.244,,4.446,,,,0.257,5.458,0.479,,1.112,0.965,1.163,2.895,0.49,0.872,0.121,0.155,0.546,0.556,1.299,1.336,0.834,,,0.291,0.222,0.449,0.061,0.333,,0.085,0.168,,,,,,,,,0.057,0.064,
11/06/2017 1:50,11/06/2017 2:20,0.889,0.792,234.018,0.282,139.427,28.269,,66.837,1.342,,22.577,0.123,0.054,,1.144,26.465,1.818,,3.619,3.446,4.703,11.847,1.522,3.199,0.498,0.622,2.07,2.095,4.639,5.009,2.42,,0.087,0.939,0.688,1.43,0.134,0.972,,0.243,0.467,,0.067,,0.054,,,0.093,,0.163,,0.067
11/06/2017 2:49,11/06/2017 3:19,0.916,0.7,65.421,0.21,38.465,8.207,,23.154,0.456,,8.771,0.067,,,0.546,12.467,1.014,,2.616,2.257,2.945,7.06,1.069,2.302,0.352,0.329,1.345,1.387,3.257,3.476,1.915,0.228,0.09,0.728,0.548,1.164,0.122,0.844,,0.226,0.441,,0.065,,,,,0.096,,0.154,0.065,0.076
11/06/2017 3:49,11/06/2017 4:19,0.78,0.415,28.615,0.112,20.001,3.754,,10.361,0.189,,3.403,,,,0.185,3.982,0.334,,0.766,0.526,0.853,1.84,0.343,0.492,0.084,0.088,0.266,0.353,0.812,0.87,0.554,0.085,,0.186,0.154,0.304,,0.208,,0.055,0.14,,,,,,,,,,,
11/06/2017 4:49,11/06/2017 5:19,0.47,0.31,41.761,0.101,21.769,3.638,,9.514,0.167,,2.979,,,,0.147,3.432,0.272,,0.61,0.518,0.698,1.554,0.256,0.408,0.059,0.069,0.24,0.282,0.678,0.764,0.435,,,0.17,0.123,0.279,,0.178,,,0.132,,,,,,,,,,,
11/06/2017 5:49,11/06/2017 6:19,0.374,0.332,22.163,0.065,14.197,2.248,,6.334,0.105,,1.535,,,,0.086,1.934,0.151,,0.285,0.233,0.325,0.659,0.135,0.065,,,0.089,0.092,0.22,0.228,0.148,,,,,0.073,,0.061,,,,,,,,,,,,,,
11/06/2017 6:48,11/06/2017 7:18,0.357,0.364,20.61,0.074,13.477,2.15,,5.992,0.097,,1.708,,,,0.085,1.955,0.16,,0.317,0.261,0.376,0.74,0.148,0.072,,,0.089,0.125,0.294,0.323,0.175,,,0.071,0.056,0.12,,0.064,,,0.067,,,,,,,,,,,
11/06/2017 7:48,11/06/2017 8:18,0.281,0.137,16.487,,10.783,1.93,,5.191,0.082,,1.544,,,,0.072,1.72,0.12,,0.276,0.234,0.273,0.635,0.129,,,,0.083,0.102,0.238,0.243,0.143,,,0.055,,0.088,,0.055,,,,,,,,,,,,,,
11/06/2017 8:47,11/06/2017 9:17,0.239,0.254,8.97,,5.643,0.938,,2.427,,,0.684,,,,,0.743,,,0.108,0.1,0.1,0.245,0.068,,,,,,0.078,0.081,0.063,,,,,,,,,,,,,,,,,,,,,
11/06/2017 9:47,11/06/2017 10:17,0.247,0.28,9.097,,5.836,0.969,,2.736,,,0.869,,,,,1.036,0.073,,0.191,0.166,0.212,0.481,0.102,,,,0.079,0.091,0.219,0.229,0.15,,,0.063,,0.095,,0.069,,,,,,,,,,,,,,
11/06/2017 10:47,11/06/2017 11:17,0.309,0.234,7.317,,4.871,0.772,,2.316,,,0.802,,,,,0.795,0.075,,0.213,0.176,0.242,0.565,0.112,0.067,,,0.107,0.111,0.283,0.299,0.19,,,0.078,,0.12,,0.082,,,0.057,,,,,,,,,,,
11/06/2017 11:47,11/06/2017 12:17,0.361,0.258,12.398,,7.84,1.494,,3.95,0.058,,1.351,,,,0.065,1.567,0.102,,0.257,0.23,0.247,0.649,0.148,0.062,,,0.117,0.12,0.283,0.308,0.226,,,0.072,0.057,0.13,,0.1,,,0.081,,,,,,,,,,,
11/06/2017 12:46,11/06/2017 13:16,0.237,0.326,14.471,,7.014,1.176,,2.899,,,0.869,,,,,0.932,0.053,,0.138,0.128,0.126,0.286,0.078,,,,,0.05,0.107,0.103,0.067,,,,,,,,,,,,,,,,,,,,,
11/06/2017 13:46,11/06/2017 14:16,0.385,0.316,13.728,,8.073,1.37,,3.469,0.052,,0.959,,,,,0.934,0.058,,0.137,0.111,0.121,0.293,0.085,,,,,0.053,0.098,0.104,0.087,,,,,,,,,,,,,,,,,,,,,
11/06/2017 14:46,11/06/2017 15:16,0.421,0.445,16.661,,10.43,1.856,,4.86,0.111,,1.552,,,,0.11,1.425,0.098,,0.274,0.222,0.244,0.498,0.119,,,,0.103,0.115,0.163,0.149,0.224,,,,,0.054,,0.107,,,,,,,,,,,,,,
11/06/2017 15:46,11/06/2017 16:16,0.478,0.482,10.448,0.08,6.616,1.248,,3.031,,,0.945,,,,,0.941,0.058,,0.144,0.136,0.15,0.314,0.106,,,,0.055,0.062,0.103,0.093,0.19,,,,,,,0.07,,,,,,,,,,,,,,
11/06/2017 16:45,11/06/2017 17:15,0.892,0.695,8.432,0.171,4.883,1.109,,2.612,0.069,,1.099,,,,0.083,0.808,0.052,,0.17,0.163,0.143,0.33,0.147,,,,0.071,0.082,0.109,0.085,0.387,,,,,,,0.125,,,,,,,,,,,,,,
11/06/2017 17:45,11/06/2017 18:15,1.55,0.943,8.956,0.293,4.501,0.976,0.054,2.246,0.053,,0.942,,,,0.077,0.72,,,0.161,0.157,0.161,0.348,0.239,,,,0.095,0.098,0.123,0.097,0.487,0.067,,,,,,0.147,,0.054,,,,,,,,,,,,
11/06/2017 18:45,11/06/2017 19:15,1.204,0.794,42.268,0.294,22.185,4.739,0.062,11.39,0.244,,4.736,0.061,,,0.248,5.022,0.386,,1.338,1.15,1.537,3.503,0.626,1.045,0.196,0.18,0.739,0.873,1.989,2.552,1.619,,0.052,0.503,0.451,0.902,0.105,0.876,,0.203,0.397,,0.083,,0.057,,,0.114,,0.152,,0.079
11/06/2017 19:44,11/06/2017 20:14,0.872,0.647,65.014,0.214,39.205,8.819,,21.91,0.425,,7.359,0.055,,,0.361,8.166,0.528,,1.496,1.19,1.275,3.508,0.715,0.948,0.166,0.179,0.72,0.731,1.7,1.991,1.386,,,0.46,0.347,0.881,0.091,0.894,,0.23,0.55,,0.09,,0.08,,,0.147,,0.314,0.073,0.272
11/06/2017 20:44,11/06/2017 21:14,0.837,0.556,141.996,0.256,75.86,17.251,,40.377,0.816,,14.724,0.095,,,0.667,15.121,0.979,,3.276,2.671,3.431,7.64,1.395,2.509,0.384,0.359,1.687,1.836,4.504,6.15,3.365,,0.088,1.331,1.142,2.542,0.226,2.465,,0.565,1.508,,0.22,0.074,0.169,0.105,,0.373,,0.799,0.051,0.676
11/06/2017 21:44,11/06/2017 22:14,0.407,0.286,125.616,0.161,65.015,14.581,,33.55,0.645,,12.225,0.062,,,0.56,12.646,0.899,,2.732,2.219,2.857,6.474,1.137,2.078,0.319,0.254,1.555,1.527,3.736,5.064,2.73,,0.072,1.044,0.905,2.004,0.174,1.853,,0.422,1.096,,0.171,0.063,0.139,0.086,0.057,0.275,,0.552,0.06,0.423
11/06/2017 22:44,11/06/2017 23:14,0.292,0.184,76.341,0.095,44.187,10.323,,24.071,0.464,,9.015,,,,0.407,9.332,0.667,,2.02,1.642,2.085,4.722,0.794,1.487,0.244,0.222,1.104,1.15,2.677,3.622,1.955,,,0.728,0.581,1.355,0.119,1.242,,0.277,0.707,,0.109,,0.101,0.051,,0.184,,0.368,0.05,0.286
11/06/2017 23:43,11/07/2017 0:13,,0.145,40.128,,14.557,1.836,,3.436,,,0.769,,,,,0.739,0.058,,0.104,0.107,0.14,0.301,0.089,,,,0.066,0.09,0.241,0.321,0.245,,,0.09,0.067,0.179,,0.17,,0.061,0.158,,,,,,,,,0.096,,0.101
11/07/2017 0:43,11/07/2017 1:13,0.279,0.27,7.131,,5.743,0.852,,2.851,,,0.844,,,,,0.914,0.059,,0.158,0.139,0.168,0.378,0.11,,,,0.07,0.075,0.178,0.217,0.145,,,0.055,,0.081,,0.067,,,0.058,,,,,,,,,,,
11/07/2017 1:43,11/07/2017 2:13,0.209,0.442,8.408,,5.457,0.567,,2.399,,,0.707,,,,,0.783,0.054,,0.13,0.112,0.145,0.313,0.098,,,,0.05,0.059,0.141,0.156,0.114,,,,,0.07,,,,,,,,,,,,,,,,
11/07/2017 2:42,11/07/2017 3:12,0.206,0.273,17.448,,13.583,2.874,,7.414,0.123,,2.128,,,,0.095,2.231,0.128,,0.31,0.258,0.273,0.667,0.142,0.066,,,0.089,0.096,0.208,0.242,0.152,,,,,0.07,,,,,,,,,,,,,,,,
11/07/2017 3:42,11/07/2017 4:12,0.28,0.143,11.917,,7.578,1.388,,3.603,,,1.04,,,,,1.062,0.072,,0.169,0.161,0.208,0.446,0.136,,,0.066,0.093,0.102,0.252,0.314,0.22,,,0.079,0.055,0.136,,0.118,,,0.079,,,,,,,,,,,
11/07/2017 4:42,11/07/2017 5:12,0.442,0.312,17.726,0.064,9.796,2.018,,4.926,0.077,,1.572,,,,0.072,1.658,0.112,,0.328,0.299,0.366,0.841,0.258,0.155,,0.061,0.159,0.194,0.519,0.602,0.472,,,0.124,0.118,0.289,,0.316,,0.092,0.183,,,,,,,,,0.087,,0.202
11/07/2017 5:42,11/07/2017 6:12,0.396,0.32,6.525,,3.77,0.803,,1.646,,,0.528,,,,,0.493,,,0.069,0.07,,0.138,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2017 6:41,11/07/2017 7:11,0.595,0.388,15.14,0.102,15.401,6.636,,12.503,0.227,,1.833,,,,0.071,1.533,0.096,,0.156,0.135,0.13,0.329,0.095,,,,,,0.079,0.079,0.109,,,,,,,,,,,,,,,,,,,,,
11/07/2017 7:41,11/07/2017 8:11,0.765,0.423,11.639,0.082,6.05,1.095,,2.705,,,0.9,,,,,0.9,0.058,,0.15,0.131,0.138,0.314,0.126,,,,,0.055,0.097,0.096,0.087,,,,,,,,,,,,,,,,,,,,,
11/07/2017 8:41,11/07/2017 9:11,0.88,0.537,11.329,0.099,5.543,1.033,,2.734,,,0.863,,,,0.051,0.78,,,0.141,0.126,0.115,0.287,0.12,,,,,0.061,0.106,0.124,0.13,,,,,0.054,,0.073,,,,,,,,,,,,,,
11/07/2017 9:41,11/07/2017 10:11,0.626,0.507,13.706,0.084,9.503,1.737,,4.382,0.067,,1.193,,,,0.053,1.178,,,0.159,0.138,0.155,0.356,0.106,,,,,0.052,0.092,0.098,0.115,,,,,,,0.058,,,,,,,,,,,,,,
11/07/2017 13:42,11/07/2017 14:12,0.674,0.732,33.988,0.102,20.258,3.606,,8.364,0.147,,2.369,,,,0.113,2.416,0.152,,0.391,0.297,0.371,0.821,0.212,0.104,,,0.139,0.144,0.326,0.383,0.246,,,0.077,,0.132,,0.112,,,0.075,,,,,,,,,,,
11/08/2017 15:00,11/08/2017 15:30,1.493,1.288,48.056,0.234,27.464,4.97,,12.543,0.236,,3.695,,,,0.179,3.691,0.276,,0.649,0.509,0.659,1.32,0.342,0.261,0.056,0.09,0.264,0.27,0.535,0.603,0.6,0.064,,0.123,0.097,0.198,0.059,0.208,,0.08,0.089,,,,,,,,,,,
11/08/2017 16:00,11/08/2017 16:30,1.36,1.267,63.932,0.224,34.732,7.091,,16.643,0.323,,5.623,,,,0.246,5.248,0.421,,1.114,0.908,1.165,2.424,0.708,0.791,0.12,0.119,0.564,0.566,1.27,1.609,1.178,,,0.339,0.277,0.6,0.082,0.55,,0.139,0.279,,,,,,,0.056,,0.128,,
11/08/2017 16:59,11/08/2017 17:29,1.664,1.307,49.137,0.366,29.906,6.508,0.054,15.47,0.312,,5.474,0.066,,,0.289,5.471,0.562,,0.897,0.731,0.95,1.989,0.512,0.46,0.091,0.107,0.335,0.427,0.828,0.956,0.994,0.064,,0.224,0.199,0.396,0.112,0.515,,0.169,0.31,,0.104,,0.067,,,0.124,,0.241,0.128,0.177
11/08/2017 17:59,11/08/2017 18:29,1.903,1.408,30.001,0.357,18.344,3.559,0.066,8.983,0.181,,2.759,,,,0.164,2.777,0.216,,0.49,0.399,0.44,1.035,0.337,0.169,,0.067,0.146,0.183,0.346,0.338,0.498,0.056,,0.076,0.061,0.114,0.06,0.186,,0.067,0.064,,,,,,,,,,,
11/08/2017 18:59,11/08/2017 19:29,2.142,1.531,40.734,0.389,22.652,4.247,0.073,10.954,0.242,,3.517,0.063,,,0.208,3.309,0.271,,0.637,0.519,0.639,1.379,0.424,0.242,0.055,0.073,0.265,0.281,0.519,0.559,0.694,0.06,,0.126,0.112,0.214,0.074,0.296,,0.09,0.118,,,,,,,,,0.052,,
11/08/2017 19:59,11/08/2017 20:29,2.458,2.029,57.892,0.462,28.616,5.469,0.087,13.784,0.306,,4.621,0.085,,,0.285,4.496,0.371,,0.921,0.769,0.991,2.102,0.709,0.507,0.095,0.095,0.455,0.484,1.001,1.199,1.276,0.068,,0.269,0.171,0.475,0.114,0.612,,0.182,0.227,,0.075,,,,,0.093,,0.078,0.07,0.058
11/08/2017 20:58,11/08/2017 21:28,3.319,2.52,48.023,0.626,26.526,5.54,0.129,13.996,0.356,,4.664,0.113,0.052,0.077,0.352,4.21,0.329,,0.82,0.682,0.777,1.661,0.522,0.386,0.078,0.099,0.326,0.332,0.544,0.542,0.978,0.107,,0.135,0.129,0.179,0.127,0.427,,0.122,0.1,,0.081,,,,,0.084,,,0.091,
11/08/2017 21:58,11/08/2017 22:28,3.376,2.664,48.853,0.706,27.7,6.11,0.145,14.823,0.391,,4.967,0.133,0.051,0.08,0.347,4.4,0.331,,0.861,0.707,0.805,1.721,0.571,0.396,0.089,0.108,0.335,0.357,0.548,0.553,0.889,0.127,,0.141,0.125,0.179,0.132,0.453,,0.167,0.097,,0.085,,,,,0.09,,,0.098,
